node_1;node_2;distance;traveltime
105753;105940;11198;10079
105753;105946;14548;13093
105753;105947;10862;9775
105753;105955;15327;13794
105753;105956;14112;12700
105753;105957;11352;10217
105753;105958;13189;11870
105753;105964;16329;14696
105753;105965;17076;15369
105753;105966;13355;12020
105753;105967;12233;11010
105753;105972;15794;14215
105753;105973;16827;15144
105753;105974;14515;13064
105753;105975;13354;12019
105753;105982;13948;12553
105753;105987;16494;14845
105753;105988;13905;12514
105753;105989;14361;12925
105753;105993;16864;15177
105753;105994;16813;15132
105753;105995;15755;14179
105753;106013;16031;14428
105753;106020;19301;17371
105753;106030;18570;16713
105756;60060;2576;2318
105756;63315;5440;4896
105756;63317;6018;5416
105756;63318;5980;5382
105756;63319;6120;5508
105756;63321;6345;5710
105756;63323;7018;6316
105756;63325;7599;6839
105756;63327;7964;7168
105756;63329;6299;5669
105756;63499;7870;7083
105756;63601;1801;1621
105756;63603;2026;1823
105756;63605;2417;2175
105756;63607;2951;2656
105756;63609;4323;3890
105756;63611;4827;4344
105756;63613;5125;4613
105756;63615;5521;4969
105756;63617;5985;5386
105756;63619;6800;6120
105756;63621;7300;6570
105756;63623;8487;7638
105756;63625;9126;8213
105756;63627;9677;8709
105756;63629;9975;8977
105756;63631;10147;9132
105756;63633;10421;9379
105756;63635;10927;9834
105756;63637;11259;10133
105756;63639;11448;10303
105756;63641;12238;11014
105756;63643;13159;11843
105756;63645;13566;12209
105756;63647;13747;12372
105756;63649;14264;12838
105756;63651;14868;13381
105756;63653;15595;14035
105756;63655;17544;15790
105756;63657;18094;16284
105756;63659;18446;16601
105756;63661;19286;17357
105756;63663;19822;17840
105756;63682;1663;1497
105756;63696;2706;2436
105756;63701;3963;3567
105756;63703;4699;4229
105756;63705;5088;4579
105756;63707;5672;5104
105756;63709;6109;5498
105756;63711;6815;6133
105756;63713;7242;6518
105756;63715;7785;7006
105756;63717;8107;7297
105756;63719;8642;7778
105756;63721;8984;8086
105756;63723;9828;8845
105756;63725;10345;9311
105756;63727;12375;11137
105756;63729;13010;11709
105756;63731;13382;12044
105756;63733;13844;12459
105756;63735;14158;12742
105756;63739;15941;14347
105756;63743;16678;15011
105756;63745;17190;15471
105756;63747;16749;15074
105756;63749;17098;15388
105756;63751;17756;15980
105756;63753;18300;16470
105756;63755;18906;17015
105756;63757;19323;17391
105756;63759;19778;17800
105756;63961;19175;17257
105756;63963;17883;16095
105756;63965;17617;15856
105756;63967;18748;16873
105756;63977;19914;17922
105756;63979;19814;17833
105756;64029;19593;17633
105756;64031;19066;17160
105756;64033;18487;16639
105756;64035;17996;16197
105756;64037;17545;15791
105756;64039;16519;14867
105756;64041;15406;13865
105756;64055;12391;11152
105756;64057;11855;10669
105756;64059;11163;10046
105756;64061;10621;9559
105756;64063;9739;8765
105756;64065;9381;8442
105756;64067;8177;7359
105756;64069;7832;7048
105756;64071;7107;6396
105756;64073;6593;5934
105756;64075;5964;5367
105756;64077;4662;4196
105756;64079;4418;3976
105756;64081;3727;3355
105756;64083;3324;2991
105756;64085;2949;2654
105756;64089;1979;1781
105756;64091;1765;1588
105756;64093;2124;1911
105756;64095;2677;2410
105756;64097;3003;2702
105756;64099;3686;3317
105756;64103;16583;14925
105756;64105;17788;16010
105756;64297;10935;9842
105756;64301;2389;2150
105756;64303;2790;2511
105756;64305;3461;3115
105756;64307;4047;3642
105756;64309;4513;4061
105756;64311;4869;4382
105756;64313;5622;5059
105756;64315;5920;5328
105756;64317;6215;5594
105756;64319;7082;6374
105756;64321;8121;7309
105756;64323;8754;7878
105756;64325;9189;8270
105756;64327;9560;8604
105756;64329;10383;9344
105756;64331;10821;9739
105756;64333;11506;10356
105756;64335;12342;11108
105756;64337;13642;12278
105756;64339;14426;12984
105756;64341;14677;13210
105756;64343;15216;13694
105756;64345;15439;13895
105756;64347;15937;14343
105756;64349;16737;15063
105756;64351;17646;15881
105756;64353;19207;17286
105756;64355;14624;13162
105756;64357;10982;9883
105756;64359;11422;10279
105756;64361;11801;10621
105756;64363;12297;11067
105756;64365;11988;10790
105756;64367;11488;10339
105756;64369;11948;10753
105756;64373;12317;11085
105756;64375;12650;11385
105756;64377;13000;11700
105756;64379;13545;12190
105756;64381;14083;12675
105756;64393;11166;10049
105756;64397;6565;5909
105756;64402;12181;10963
105756;64403;11777;10599
105756;64405;11091;9982
105756;64407;10812;9731
105756;64409;10453;9408
105756;64411;9128;8215
105756;64413;8141;7327
105756;64415;7418;6676
105756;64417;6805;6124
105756;64419;6823;6141
105756;64421;6452;5807
105756;64423;6530;5877
105756;64425;6983;6285
105756;64427;7414;6672
105756;64429;8036;7233
105756;64431;8648;7783
105756;64433;8903;8013
105756;64435;9515;8564
105756;64437;10313;9281
105756;64438;11033;9930
105756;64439;11586;10427
105756;64441;11934;10741
105756;64443;12520;11268
105756;64445;13037;11733
105756;64447;13717;12345
105756;64449;14643;13179
105756;64451;15387;13848
105756;64453;15766;14189
105756;64455;16656;14990
105756;64457;16220;14598
105756;64459;16919;15227
105756;64461;17173;15455
105756;64463;16910;15219
105756;64465;16653;14988
105756;64467;16737;15063
105756;64469;16242;14618
105756;64471;15878;14290
105756;64491;5613;5051
105756;64527;19329;17396
105756;64529;18665;16799
105756;64531;18289;16460
105756;64533;17769;15992
105756;64535;17084;15375
105756;64537;16555;14899
105756;64539;15892;14303
105756;64541;15405;13864
105756;64545;7507;6756
105756;64546;5379;4841
105756;105161;19839;17855
105756;105181;19692;17723
105756;105213;19839;17855
105756;105235;19816;17834
105756;105236;18098;16288
105756;105256;17295;15565
105756;105257;19523;17570
105756;105278;15784;14205
105756;105281;19892;17903
105756;105335;19258;17332
105756;105336;13474;12126
105756;105354;17253;15527
105756;105355;19538;17584
105756;105375;18168;16351
105756;105376;17274;15546
105756;105377;18571;16713
105756;105378;18972;17075
105756;105379;19538;17584
105756;105398;18778;16901
105756;105399;17441;15697
105756;105400;16676;15008
105756;105401;18152;16337
105756;105402;18946;17051
105756;105413;16807;15126
105756;105415;11386;10248
105756;105417;13467;12120
105756;105450;19775;17797
105756;105470;11999;10799
105756;105471;16087;14478
105756;105472;17189;15470
105756;105499;14200;12780
105756;105500;13627;12264
105756;105502;15726;14153
105756;105526;15292;13763
105756;105527;11788;10609
105756;105528;13956;12561
105756;105554;9921;8929
105756;105572;14196;12776
105756;105574;8885;7997
105756;105586;15753;14178
105756;105587;13334;12001
105756;105588;7005;6304
105756;105607;18149;16334
105756;105608;13723;12350
105756;105622;16646;14981
105756;105623;14368;12931
105756;105624;13639;12275
105756;105625;18189;16370
105756;105626;16987;15288
105756;105639;17206;15486
105756;105640;16123;14511
105756;105657;14041;12637
105756;105674;8215;7393
105756;105700;6641;5977
105756;105701;4216;3795
105756;105702;8693;7823
105756;105703;17314;15583
105756;105712;18504;16653
105756;105713;17466;15719
105756;105715;3950;3555
105756;105726;18664;16798
105756;105727;11851;10666
105756;105728;1249;1124
105756;105730;12378;11140
105756;105740;18895;17006
105756;105741;18071;16264
105756;105742;12654;11388
105756;105745;4964;4468
105756;105747;7552;6796
105756;105748;16405;14765
105756;105758;3973;3576
105756;105760;18683;16814
105756;105769;903;813
105756;105770;5593;5033
105756;105771;4970;4473
105756;105772;16984;15285
105756;105773;19143;17228
105756;105782;9550;8595
105756;105783;6715;6043
105756;105798;4650;4185
105756;105799;3210;2889
105756;105800;3728;3355
105756;105801;6702;6032
105756;105802;6762;6086
105756;105803;11258;10133
105756;105814;3601;3240
105756;105815;3045;2740
105756;105816;2791;2512
105756;105828;3770;3393
105756;105829;10983;9885
105756;105841;8977;8080
105756;105842;12975;11678
105756;105852;4824;4341
105756;105853;9364;8428
105756;105854;14392;12953
105756;105867;9513;8561
105756;105868;9523;8570
105756;105869;14178;12760
105756;105885;12401;11161
105756;105899;12634;11371
105756;105917;12245;11020
105756;105937;14153;12738
105756;105944;15448;13903
105756;105951;15419;13877
105756;105983;18486;16638
105756;105984;18373;16536
105756;105991;18484;16635
105758;60060;3282;2954
105758;63315;6146;5532
105758;63317;6725;6052
105758;63318;6687;6018
105758;63319;6826;6144
105758;63321;7051;6346
105758;63323;7199;6479
105758;63325;6678;6010
105758;63327;5573;5016
105758;63329;2841;2557
105758;63347;18078;16271
105758;63349;18467;16620
105758;63499;4413;3971
105758;63599;17832;16049
105758;63601;2614;2352
105758;63603;2109;1898
105758;63605;1557;1401
105758;63607;1044;940
105758;63609;865;778
105758;63611;1369;1232
105758;63613;1667;1501
105758;63615;2063;1857
105758;63617;2527;2274
105758;63619;3342;3008
105758;63621;3842;3458
105758;63623;5029;4526
105758;63625;5668;5101
105758;63627;6219;5597
105758;63629;6517;5865
105758;63631;6689;6020
105758;63633;6964;6267
105758;63635;7469;6722
105758;63637;7802;7021
105758;63639;7990;7191
105758;63641;8780;7902
105758;63643;9701;8731
105758;63645;10108;9097
105758;63647;10289;9260
105758;63649;10806;9725
105758;63651;11410;10269
105758;63653;12137;10923
105758;63655;14086;12678
105758;63657;14636;13172
105758;63659;14988;13489
105758;63661;15828;14245
105758;63663;16364;14728
105758;63665;17150;15435
105758;63667;17515;15764
105758;63671;18554;16698
105758;63673;18137;16323
105758;63675;18445;16600
105758;63677;18837;16953
105758;63679;18807;16927
105758;63681;19114;17202
105758;63682;2675;2408
105758;63685;18728;16855
105758;63687;19350;17415
105758;63689;19920;17928
105758;63696;3413;3071
105758;63697;19052;17147
105758;63699;19708;17737
105758;63701;5562;5006
105758;63703;6298;5668
105758;63705;6687;6018
105758;63707;7271;6544
105758;63709;7708;6937
105758;63711;8414;7573
105758;63713;8841;7957
105758;63715;9384;8446
105758;63717;9707;8736
105758;63719;10241;9217
105758;63721;10584;9525
105758;63723;11427;10284
105758;63725;11944;10750
105758;63727;13974;12576
105758;63729;14609;13148
105758;63731;14982;13483
105758;63733;15443;13899
105758;63735;15757;14181
105758;63739;17540;15786
105758;63743;18278;16450
105758;63745;18789;16910
105758;63747;18348;16513
105758;63749;18697;16827
105758;63751;19355;17420
105758;63753;19899;17909
105758;63961;19881;17893
105758;63963;18590;16731
105758;63965;18324;16491
105758;63967;19455;17509
105758;64029;19648;17683
105758;64031;19122;17209
105758;64033;18543;16688
105758;64035;18052;16247
105758;64037;17600;15840
105758;64039;16574;14917
105758;64041;15461;13915
105758;64055;13098;11788
105758;64057;12561;11305
105758;64059;11869;10682
105758;64061;11327;10195
105758;64063;10445;9401
105758;64065;10087;9078
105758;64067;8884;7995
105758;64069;8538;7684
105758;64071;7814;7032
105758;64073;7300;6570
105758;64075;6670;6003
105758;64077;5368;4832
105758;64079;5124;4612
105758;64081;4434;3990
105758;64083;4030;3627
105758;64085;3656;3290
105758;64089;2998;2698
105758;64091;3258;2932
105758;64093;3723;3350
105758;64095;4276;3849
105758;64097;4602;4141
105758;64099;5285;4756
105758;64103;16639;14975
105758;64105;17844;16059
105758;64297;12534;11281
105758;64301;3095;2786
105758;64303;3496;3146
105758;64305;4168;3751
105758;64307;4753;4278
105758;64309;5219;4697
105758;64311;5575;5018
105758;64313;6328;5695
105758;64315;6626;5963
105758;64317;6922;6230
105758;64319;7789;7010
105758;64321;8827;7945
105758;64323;9460;8514
105758;64325;9895;8906
105758;64327;10267;9240
105758;64329;11089;9980
105758;64331;11528;10375
105758;64333;12213;10991
105758;64335;13049;11744
105758;64337;14348;12913
105758;64339;15133;13620
105758;64341;15384;13846
105758;64343;15922;14330
105758;64345;16146;14531
105758;64347;16643;14979
105758;64349;17444;15699
105758;64351;18352;16517
105758;64353;19913;17922
105758;64355;15331;13798
105758;64357;11688;10519
105758;64359;12128;10915
105758;64361;12508;11257
105758;64363;13004;11703
105758;64365;13565;12209
105758;64367;13087;11778
105758;64369;13547;12192
105758;64373;13916;12525
105758;64375;14250;12825
105758;64377;14599;13139
105758;64379;15144;13629
105758;64381;15683;14114
105758;64393;11873;10685
105758;64397;7272;6545
105758;64402;9790;8811
105758;64403;9386;8447
105758;64405;8700;7830
105758;64407;8421;7579
105758;64409;8062;7256
105758;64411;6737;6063
105758;64413;5750;5175
105758;64415;5027;4524
105758;64417;4414;3972
105758;64419;3966;3569
105758;64421;3449;3104
105758;64423;3072;2765
105758;64425;3525;3173
105758;64427;3956;3560
105758;64429;4579;4121
105758;64431;5190;4671
105758;64433;5445;4901
105758;64435;6058;5452
105758;64437;6855;6169
105758;64438;7576;6818
105758;64439;8128;7315
105758;64441;8477;7629
105758;64443;9062;8156
105758;64445;9579;8621
105758;64447;10259;9233
105758;64449;11185;10067
105758;64451;11929;10736
105758;64453;12308;11077
105758;64455;13198;11878
105758;64457;12762;11486
105758;64459;13461;12115
105758;64461;14089;12680
105758;64463;14308;12877
105758;64465;14052;12647
105758;64467;14346;12911
105758;64469;13852;12466
105758;64471;13487;12138
105758;64491;2155;1939
105758;64519;19791;17811
105758;64521;19183;17265
105758;64523;18667;16801
105758;64525;18111;16300
105758;64527;16938;15244
105758;64529;16274;14647
105758;64531;15899;14309
105758;64533;15378;13840
105758;64535;14693;13224
105758;64537;14164;12748
105758;64539;13501;12151
105758;64541;13014;11712
105758;64545;8213;7392
105758;64546;6085;5477
105758;65213;19077;17169
105758;65215;18426;16583
105758;65217;17380;15642
105758;65219;18661;16795
105758;65259;18801;16921
105758;105236;18804;16924
105758;105256;18001;16201
105758;105278;16490;14841
105758;105281;19947;17952
105758;105336;14180;12762
105758;105354;17959;16163
105758;105355;19593;17634
105758;105375;19767;17790
105758;105376;17329;15596
105758;105377;18626;16763
105758;105378;19027;17124
105758;105379;19593;17634
105758;105399;19040;17136
105758;105400;18275;16447
105758;105401;18207;16386
105758;105402;19001;17101
105758;105413;18406;16565
105758;105415;12093;10883
105758;105417;14174;12756
105758;105450;19830;17847
105758;105470;12705;11435
105758;105471;16142;14528
105758;105472;17244;15519
105758;105499;15799;14219
105758;105500;13639;12275
105758;105502;14529;13076
105758;105526;16891;15202
105758;105527;12494;11245
105758;105528;12781;11503
105758;105554;10627;9565
105758;105572;15795;14216
105758;105574;9592;8633
105758;105586;17352;15617
105758;105587;14933;13440
105758;105588;7711;6940
105758;105607;19748;17773
105758;105608;15322;13790
105758;105610;19683;17715
105758;105622;18245;16421
105758;105623;15967;14370
105758;105624;15238;13714
105758;105625;15798;14218
105758;105626;14596;13136
105758;105639;18805;16925
105758;105640;17722;15950
105758;105657;11650;10485
105758;105674;6320;5688
105758;105675;17014;15312
105758;105700;8240;7416
105758;105701;4276;3849
105758;105702;6302;5671
105758;105703;14923;13431
105758;105713;19065;17159
105758;105715;4657;4191
105758;105727;13450;12105
105758;105728;3248;2923
105758;105730;9198;8279
105758;105741;19670;17703
105758;105742;14253;12828
105758;105745;1506;1356
105758;105747;4094;3684
105758;105748;12947;11653
105758;105756;3973;3576
105758;105760;15225;13702
105758;105769;4776;4298
105758;105770;3369;3032
105758;105771;2332;2099
105758;105772;13526;12173
105758;105773;15685;14116
105758;105774;17240;15516
105758;105782;11149;10034
105758;105783;8314;7483
105758;105785;16802;15121
105758;105786;17681;15913
105758;105787;18069;16262
105758;105788;19578;17620
105758;105798;8523;7670
105758;105799;7083;6374
105758;105800;5273;4746
105758;105801;4382;3944
105758;105802;3731;3358
105758;105803;7801;7020
105758;105804;17247;15522
105758;105805;17876;16088
105758;105814;7473;6726
105758;105815;6879;6191
105758;105816;5566;5009
105758;105818;17912;16121
105758;105819;17874;16086
105758;105828;6252;5627
105758;105829;7525;6773
105758;105841;5520;4968
105758;105842;9518;8566
105758;105852;6132;5519
105758;105853;5907;5316
105758;105854;10934;9841
105758;105855;19537;17583
105758;105867;6055;5449
105758;105868;6065;5458
105758;105869;10720;9648
105758;105885;8943;8049
105758;105899;9176;8258
105758;105917;8787;7908
105758;105937;10695;9626
105758;105944;11991;10791
105758;105951;11961;10765
105758;105968;16659;14993
105758;105983;15028;13526
105758;105984;14915;13424
105758;105991;15026;13523
105760;553;14346;12911
105760;60042;19406;17465
105760;60060;17204;15484
105760;62573;19603;17643
105760;63051;18623;16761
105760;63068;19255;17329
105760;63070;19363;17427
105760;63081;16105;14494
105760;63300;18968;17072
105760;63315;16237;14613
105760;63317;15625;14062
105760;63318;15311;13780
105760;63319;15008;13507
105760;63321;14960;13464
105760;63323;14084;12675
105760;63325;13562;12206
105760;63327;12458;11212
105760;63329;12404;11164
105760;63330;15838;14254
105760;63332;11145;10031
105760;63333;11701;10530
105760;63335;11983;10784
105760;63337;12191;10972
105760;63339;12535;11281
105760;63341;13017;11715
105760;63343;13320;11988
105760;63345;13345;12010
105760;63499;15648;14083
105760;63601;17283;15555
105760;63603;16819;15137
105760;63605;16267;14640
105760;63607;15754;14178
105760;63609;14407;12967
105760;63611;13872;12485
105760;63613;13566;12210
105760;63615;13299;11969
105760;63617;13762;12386
105760;63619;14577;13119
105760;63621;15077;13570
105760;63623;16264;14638
105760;63625;16903;15213
105760;63627;17455;15709
105760;63629;17752;15977
105760;63631;17925;16132
105760;63633;18199;16379
105760;63635;18705;16834
105760;63637;19037;17133
105760;63639;19226;17303
105760;63682;17385;15646
105760;63696;16972;15274
105760;63801;18211;16390
105760;63803;18206;16385
105760;63813;14861;13375
105760;63815;14399;12959
105760;63817;13915;12524
105760;63819;13388;12050
105760;63821;13620;12258
105760;63823;12449;11204
105760;63825;12772;11494
105760;63827;12542;11287
105760;63829;11890;10701
105760;63831;10569;9512
105760;63833;9347;8412
105760;63835;8932;8039
105760;63837;8210;7389
105760;63840;7754;6978
105760;63841;7597;6837
105760;63843;7229;6506
105760;63845;7040;6336
105760;63849;7332;6599
105760;63857;8704;7833
105760;63859;10446;9401
105760;63861;11067;9960
105760;63863;11685;10516
105760;63865;12010;10809
105760;63867;12531;11278
105760;63869;12889;11600
105760;63871;12560;11304
105760;63873;12833;11550
105760;63875;13276;11948
105760;63877;13795;12415
105760;63879;13810;12429
105760;63881;14074;12667
105760;63885;11022;9920
105760;63887;11444;10300
105760;63889;11565;10408
105760;63891;12101;10890
105760;63893;12419;11177
105760;63895;12660;11394
105760;63897;9835;8851
105760;63899;10719;9647
105760;63941;19525;17573
105760;63943;18939;17045
105760;63945;19279;17351
105760;64005;19336;17402
105760;64007;19504;17553
105760;64009;19064;17158
105760;64013;17383;15644
105760;64015;16974;15277
105760;64017;16455;14810
105760;64019;15606;14045
105760;64021;15010;13509
105760;64023;15245;13720
105760;64025;14217;12795
105760;64027;13542;12188
105760;64029;12781;11503
105760;64031;12255;11029
105760;64033;11676;10508
105760;64035;11185;10066
105760;64037;10758;9683
105760;64039;10508;9457
105760;64041;11760;10584
105760;64055;13632;12268
105760;64057;14121;12709
105760;64059;14878;13390
105760;64061;15407;13866
105760;64063;16206;14585
105760;64065;16571;14914
105760;64067;17340;15606
105760;64069;16994;15295
105760;64071;16270;14643
105760;64073;15756;14180
105760;64075;15155;13640
105760;64077;16295;14665
105760;64079;16051;14445
105760;64081;16616;14955
105760;64083;16721;15049
105760;64085;16520;14868
105760;64089;17595;15836
105760;64091;17855;16070
105760;64093;18320;16488
105760;64095;18874;16986
105760;64097;19199;17279
105760;64099;19882;17894
105760;64103;12773;11495
105760;64105;13978;12580
105760;64107;16614;14952
105760;64109;17863;16076
105760;64111;18660;16794
105760;64300;14426;12983
105760;64301;17429;15686
105760;64303;17829;16046
105760;64305;18501;16651
105760;64307;19087;17178
105760;64309;19552;17597
105760;64311;19908;17918
105760;64402;7866;7079
105760;64403;8028;7225
105760;64405;8398;7559
105760;64407;8692;7823
105760;64409;9030;8127
105760;64411;10361;9325
105760;64413;11360;10224
105760;64415;12086;10877
105760;64417;12669;11402
105760;64419;13146;11831
105760;64421;12629;11366
105760;64423;12154;10938
105760;64425;11713;10542
105760;64427;11296;10167
105760;64429;10781;9703
105760;64431;10508;9457
105760;64433;9800;8820
105760;64435;9183;8265
105760;64437;9735;8761
105760;64438;9023;8121
105760;64439;9094;8184
105760;64441;8363;7527
105760;64443;7887;7098
105760;64445;7269;6542
105760;64447;6645;5980
105760;64449;5707;5136
105760;64451;5060;4554
105760;64453;4530;4077
105760;64455;3719;3347
105760;64457;2995;2696
105760;64459;1772;1595
105760;64461;2308;2077
105760;64463;2609;2348
105760;64465;2934;2641
105760;64467;3232;2909
105760;64469;3742;3368
105760;64471;4104;3693
105760;64476;19199;17279
105760;64478;19666;17699
105760;64488;19556;17600
105760;64490;18410;16569
105760;64491;13098;11788
105760;64501;12288;11060
105760;64503;12736;11463
105760;64505;11985;10787
105760;64507;10841;9756
105760;64509;11213;10091
105760;64511;10801;9721
105760;64513;10069;9062
105760;64515;10599;9539
105760;64517;9924;8932
105760;64519;9564;8608
105760;64521;8957;8061
105760;64523;8441;7597
105760;64525;7885;7096
105760;64527;8624;7761
105760;64529;7960;7164
105760;64531;7584;6826
105760;64533;7064;6357
105760;64535;6378;5740
105760;64537;5850;5265
105760;64539;5187;4668
105760;64541;4699;4229
105760;64555;19658;17692
105760;64559;17018;15316
105760;64561;17084;15376
105760;64562;17392;15653
105760;64567;18620;16758
105760;64571;19014;17113
105760;64573;19415;17473
105760;64579;18877;16989
105760;64583;19217;17295
105760;64585;18687;16818
105760;64591;19507;17556
105760;64892;19559;17603
105760;64900;19069;17162
105760;65001;18795;16915
105760;65003;18357;16521
105760;65004;18122;16310
105760;65007;17764;15988
105760;65009;17749;15974
105760;65011;17561;15805
105760;65015;16758;15082
105760;65017;16994;15295
105760;65019;16411;14770
105760;65021;16677;15010
105760;65023;17103;15392
105760;65025;17391;15652
105760;65029;18376;16539
105760;65031;18442;16598
105760;65035;19058;17152
105760;65037;19169;17252
105760;65039;19666;17699
105760;65042;19933;17940
105760;65053;19253;17328
105760;65055;19137;17223
105760;65061;19476;17529
105760;65069;18631;16768
105760;65071;18496;16646
105760;65073;19732;17758
105760;65201;9362;8426
105760;65203;8751;7876
105760;65205;8149;7334
105760;65207;7730;6957
105760;65209;6343;5708
105760;65211;5085;4576
105760;65213;4003;3603
105760;65215;3352;3017
105760;65217;2306;2076
105760;65219;3588;3229
105760;65221;6299;5669
105760;65223;5854;5269
105760;65225;6805;6125
105760;65227;7241;6517
105760;65229;7722;6950
105760;65231;8432;7589
105760;65233;8832;7949
105760;65237;9274;8347
105760;65239;6740;6066
105760;65241;7218;6496
105760;65243;6779;6101
105760;65245;7421;6678
105760;65247;7607;6846
105760;65249;6542;5887
105760;65251;6476;5829
105760;65253;6700;6030
105760;65259;3727;3354
105760;65261;11462;10316
105760;65301;19695;17725
105760;65403;16009;14408
105760;65407;17981;16183
105760;65409;19073;17165
105760;105097;19883;17895
105760;105118;19250;17325
105760;105216;18580;16722
105760;105217;18789;16910
105760;105238;17479;15731
105760;105239;19274;17346
105760;105240;19037;17133
105760;105259;18358;16522
105760;105260;19231;17308
105760;105261;17845;16061
105760;105281;16081;14473
105760;105299;16657;14991
105760;105317;16305;14674
105760;105319;18507;16656
105760;105337;13589;12230
105760;105355;13649;12284
105760;105357;13270;11943
105760;105359;14465;13019
105760;105376;13463;12117
105760;105377;12682;11414
105760;105378;12961;11665
105760;105379;12726;11454
105760;105380;14358;12922
105760;105401;12141;10927
105760;105402;12134;10920
105760;105403;17902;16112
105760;105404;19228;17305
105760;105415;18577;16719
105760;105417;14707;13237
105760;105421;13519;12167
105760;105422;13891;12502
105760;105424;17130;15417
105760;105450;12963;11667
105760;105451;16859;15173
105760;105471;11425;10282
105760;105472;10094;9084
105760;105473;13623;12260
105760;105476;15954;14359
105760;105500;13217;11896
105760;105502;10553;9498
105760;105503;11435;10291
105760;105504;13742;12368
105760;105506;16417;14776
105760;105507;15327;13794
105760;105508;15667;14100
105760;105527;15584;14025
105760;105528;13256;11930
105760;105531;11843;10659
105760;105532;10669;9602
105760;105533;17305;15575
105760;105534;16732;15058
105760;105554;19527;17575
105760;105574;17919;16127
105760;105576;16682;15014
105760;105588;16611;14950
105760;105610;8077;7269
105760;105611;11310;10179
105760;105625;7483;6735
105760;105626;6281;5653
105760;105627;10630;9567
105760;105628;15137;13623
105760;105642;9807;8826
105760;105657;6043;5438
105760;105658;11266;10139
105760;105659;9671;8703
105760;105660;14932;13439
105760;105674;13205;11884
105760;105675;4810;4329
105760;105676;11630;10467
105760;105677;10318;9286
105760;105689;12179;10961
105760;105690;11555;10399
105760;105701;15424;13881
105760;105702;10924;9831
105760;105703;4040;3636
105760;105704;12112;10901
105760;105705;11317;10185
105760;105706;8934;8041
105760;105715;16172;14555
105760;105716;9602;8642
105760;105728;17958;16162
105760;105730;9291;8362
105760;105732;7180;6462
105760;105733;13294;11964
105760;105745;15049;13544
105760;105747;13090;11781
105760;105748;2454;2209
105760;105756;18683;16814
105760;105758;15225;13702
105760;105769;19485;17537
105760;105770;17111;15400
105760;105771;16075;14467
105760;105772;3759;3383
105760;105773;1352;1217
105760;105774;2167;1950
105760;105785;2469;2222
105760;105786;2608;2347
105760;105787;2995;2696
105760;105788;4504;4054
105760;105800;19983;17984
105760;105801;16817;15135
105760;105802;14966;13470
105760;105803;8448;7603
105760;105804;2914;2622
105760;105805;2802;2522
105760;105816;19308;17377
105760;105818;3579;3221
105760;105819;3541;3187
105760;105820;15630;14067
105760;105828;19995;17995
105760;105829;9431;8488
105760;105830;9059;8153
105760;105831;14703;13233
105760;105841;16755;15079
105760;105842;8342;7508
105760;105852;19769;17792
105760;105853;17142;15428
105760;105854;8418;7576
105760;105855;5204;4684
105760;105856;13644;12279
105760;105867;17290;15561
105760;105868;17300;15570
105760;105869;8203;7383
105760;105870;6196;5577
105760;105871;5833;5250
105760;105872;7814;7032
105760;105874;11379;10241
105760;105875;12846;11561
105760;105886;6314;5682
105760;105887;9644;8679
105760;105890;11845;10660
105760;105891;13152;11837
105760;105900;10404;9364
105760;105901;7343;6608
105760;105902;7610;6849
105760;105903;10814;9733
105760;105919;11643;10479
105760;105920;11322;10189
105760;105930;12920;11628
105760;105945;14389;12950
105760;105952;14377;12939
105760;105953;12228;11005
105760;105954;15163;13647
105760;105959;15234;13710
105760;105960;13970;12573
105760;105961;12540;11286
105760;105962;13610;12249
105760;105963;14514;13062
105760;105969;13817;12436
105760;105971;14210;12789
105763;520;13316;11984
105763;551;17254;15528
105763;555;18126;16313
105763;59510;19127;17214
105763;60042;12152;10937
105763;62171;18364;16528
105763;62173;17917;16126
105763;62175;17520;15768
105763;62177;16744;15069
105763;62179;16060;14454
105763;62181;15941;14346
105763;62183;16500;14850
105763;62185;15828;14245
105763;62187;13851;12466
105763;62189;12793;11513
105763;62191;12247;11022
105763;62195;10692;9623
105763;62567;19135;17222
105763;62569;18256;16431
105763;62571;11167;10050
105763;62573;11855;10670
105763;63001;10176;9159
105763;63003;9773;8795
105763;63007;10588;9529
105763;63009;10115;9103
105763;63011;9683;8715
105763;63013;8352;7517
105763;63015;7440;6696
105763;63017;6078;5471
105763;63019;6348;5713
105763;63021;7479;6731
105763;63023;6811;6130
105763;63025;6757;6082
105763;63027;8460;7614
105763;63029;9236;8313
105763;63031;9229;8306
105763;63033;9803;8823
105763;63035;10207;9186
105763;63037;10524;9471
105763;63039;10706;9635
105763;63041;11038;9934
105763;63043;11239;10115
105763;63045;11609;10448
105763;63051;12418;11176
105763;63058;7540;6786
105763;63060;11388;10249
105763;63062;11979;10781
105763;63064;11939;10745
105763;63065;14299;12869
105763;63068;13925;12533
105763;63070;14033;12630
105763;63077;11155;10039
105763;63079;10486;9437
105763;63081;14589;13130
105763;63103;8986;8087
105763;63105;9897;8908
105763;63107;10635;9572
105763;63109;11915;10724
105763;63111;12045;10841
105763;63113;12641;11377
105763;63115;13604;12244
105763;63117;14188;12769
105763;63119;14815;13334
105763;63123;16198;14578
105763;63125;16564;14908
105763;63127;17241;15517
105763;63129;17795;16016
105763;63131;18109;16298
105763;63133;18628;16766
105763;63135;19615;17654
105763;63171;18077;16269
105763;63173;17593;15834
105763;63175;17257;15532
105763;63177;16474;14827
